,Job Title,Salary Estimate,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
5011,"Senior Data Scientist - Opportunity for Working Remotely Boston, MA", 109  -  193  (Glassdoor est.),4.3,"VMware Engineering
4.3","Boston, MA",10000+ Employees,1998,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD)
5012,Full Stack Data Scientist, 111  -  126  (Glassdoor est.),4.0,"Sensor Tower
4.0","Boston, MA",51 to 200 Employees,2013,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable
5013,Machine Learning Engineer - Data Science, 75  -  131  (Glassdoor est.),4.2,"STR
4.2","Woburn, MA",201 to 500 Employees,1985,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable
5014,Scientist, 55  -  115  (Glassdoor est.),-1.0,Thymmune Therapeutics,"Cambridge, MA",-1,-1,-1,-1,-1,-1
5015,Data Scientist (Marketing Optimization), 72  -  130  (Glassdoor est.),-1.0,"Brains Workgroup, Inc.","Cambridge, MA",-1,-1,-1,-1,-1,-1
5017,Senior Data Scientist, 101  -  171  (Glassdoor est.),4.8,"TrueMotion
4.8","Boston, MA",51 to 200 Employees,2012,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD)
5018,Staff Data Scientist, 90  -  145  (Glassdoor est.),3.3,"Chewy
3.3","Boston, MA",10000+ Employees,2011,Company - Public,Pet & Pet Supplies Stores,Retail,$2 to $5 billion (USD)
5019,Data Scientist II, 102  -  165  (Glassdoor est.),3.8,"Amazon Web Services, Inc.
3.8","Boston, MA",10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD)
5020,"Machine Learning Scientist, (Natural Language Processing)", 60  -  126  (Glassdoor est.),4.0,"Workhuman
4.0","Framingham, MA",201 to 500 Employees,1999,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD)
5022,Marketing Business Intelligence Analyst, 51  -  97  (Glassdoor est.),3.5,"EF Education First
3.5","Boston, MA",10000+ Employees,1965,Company - Private,Education Training Services,Education,Unknown / Non-Applicable
5024,Scientist - LC-MS/MS protein analysis, 55  -  104  (Glassdoor est.),4.5,"Alpha Consulting
4.5","Cambridge, MA",201 to 500 Employees,1994,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD)
5025,"Data Scientist, Protein Structure", 97  -  164  (Glassdoor est.),4.0,"Flagship Pioneering, Inc.
4.0","Cambridge, MA",51 to 200 Employees,2000,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD)
5026,Protein Engineering Scientist, 74  -  140  (Glassdoor est.),3.9,"Momentum Staffing Group LLC
3.9","Cambridge, MA",51 to 200 Employees,2008,Private Practice / Firm,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD)
5027,Data Scientist – Computer Vision, 68  -  127  (Glassdoor est.),4.8,"SFL Scientific
4.8","Boston, MA",1 to 50 Employees,2015,Company - Private,Consulting,Business Services,Unknown / Non-Applicable
5028,Senior Data Scientist, 102  -  166  (Glassdoor est.),3.1,"CVS Health
3.1","Wellesley, MA",10000+ Employees,1963,Company - Public,Health Care Services & Hospitals,Health Care,$10+ billion (USD)
5029,Sr Research Data Scientist, 99  -  182  (Glassdoor est.),4.1,"Roku
4.1","Boston, MA",1001 to 5000 Employees,2002,Company - Public,IT Services,Information Technology,$1 to $2 billion (USD)
5030,Data Scientist - Boston, 87  -  142  (Glassdoor est.),4.5,"Shift Technology
4.5","Boston, MA",201 to 500 Employees,2014,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
5032,Senior Data Scientist - Advanced Analytics, 81  -  150  (Glassdoor est.),3.1,"Ironside
3.1","Lexington, MA",51 to 200 Employees,1999,Company - Private,Consulting,Business Services,$25 to $50 million (USD)
5033,Data Scientist/statistician, 72  -  120  (Glassdoor est.),-1.0,Cohen Veterans Bioscience,"Cambridge, MA",-1,-1,-1,-1,-1,-1
5034,Senior Data Scientist – Attribute Sciences, 103  -  158  (Glassdoor est.),4.0,"Amgen
4.0","Cambridge, MA",10000+ Employees,1980,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD)
5035,Senior Engineering Scientist, 74  -  153  (Glassdoor est.),3.9,"Momentum Staffing Group LLC
3.9","Cambridge, MA",51 to 200 Employees,2008,Private Practice / Firm,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD)
5036,Senior Data Scientist, 80  -  145  (Glassdoor est.),-1.0,TrueMotion,"Boston, MA",51 to 200 Employees,2006,Company - Private,Consulting,Business Services,$5 to $10 million (USD)
5037,Senior Data Scientist, 93  -  152  (Glassdoor est.),4.2,"Sonos
4.2","Boston, MA",1001 to 5000 Employees,2002,Company - Public,Consumer Products Manufacturing,Manufacturing,$500 million to $1 billion (USD)
5039,Machine Learning Engineer, 70  -  125  (Glassdoor est.),4.0,"Butterfly Network
4.0","Boston, MA",201 to 500 Employees,2011,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable
5041,Data Scientist (Labs), 84  -  145  (Glassdoor est.),3.2,"KAYAK
3.2","Boston, MA",1001 to 5000 Employees,2004,Subsidiary or Business Segment,Internet,Information Technology,Unknown / Non-Applicable
5042,AI/ML Research Scientist, 76  -  136  (Glassdoor est.),5.0,"Pryon
5.0","Boston, MA",1 to 50 Employees,2017,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
5043,Senior Data Scientist, 123  -  195  (Glassdoor est.),4.4,"Syrinx
4.4","Boston, MA",1 to 50 Employees,1997,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD)
5044,Managing Data Scientist/ML Engineer, 83  -  146  (Glassdoor est.),3.5,"PA Consulting Group
3.5","Boston, MA",1001 to 5000 Employees,1943,Company - Private,Consulting,Business Services,$100 to $500 million (USD)
5045,"Scientist, Quality Control Molecular Cell Therapy", 58  -  106  (Glassdoor est.),4.1,"Bristol Myers Squibb
4.1","Devens, MA",10000+ Employees,1858,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD)
5046,Data Scientist - Advisor, 113  -  135  (Glassdoor est.),3.1,"CVS Health
3.1","Wellesley, MA",10000+ Employees,1963,Company - Public,Health Care Services & Hospitals,Health Care,$10+ billion (USD)
5047,Associate Data Scientist-Consultant (ConvergeHealth), 65  -  115  (Glassdoor est.),3.9,"Deloitte
3.9","Boston, MA",10000+ Employees,1850,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD)
5048,Quantitative Analyst, 123  -  237  (Glassdoor est.),4.2,"Fidelity Investments
4.2","Boston, MA",10000+ Employees,1946,Company - Private,Investment Banking & Asset Management,Finance,$10+ billion (USD)
5049,Senior Marketing Data Analyst, 64  -  113  (Glassdoor est.),3.6,"Epsilon
3.6","Wakefield, MA",5001 to 10000 Employees,1969,Subsidiary or Business Segment,Advertising & Marketing,Business Services,$2 to $5 billion (USD)
5050,Senior Data Scientist, 100  -  159  (Glassdoor est.),4.0,"Verizon
4.0","Waltham, MA",10000+ Employees,2000,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD)
5052,Senior Scientist - Molecular Biology, 55  -  122  (Glassdoor est.),3.9,"Momentum Staffing Group LLC
3.9","Cambridge, MA",51 to 200 Employees,2008,Private Practice / Firm,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD)
5053,"Machine Learning, Data Scientist - Marketing", 80  -  141  (Glassdoor est.),4.1,"Getty Images
4.1","Boston, MA",1001 to 5000 Employees,1995,Company - Private,Photography,"Arts, Entertainment & Recreation",Unknown / Non-Applicable
5055,Transitional Data Scientist, 74  -  134  (Glassdoor est.),3.9,"Mass General Brigham(PHS)
3.9","Somerville, MA",1001 to 5000 Employees,1994,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10+ billion (USD)
5056,Senior Data Scientist, 89  -  149  (Glassdoor est.),4.8,"SFL Scientific
4.8","Boston, MA",1 to 50 Employees,2015,Company - Private,Consulting,Business Services,Unknown / Non-Applicable
5057,"Data Scientist in Neuroscience and Bioinformatics, CAS, Biology", 58  -  105  (Glassdoor est.),4.3,"Boston University
4.3","Boston, MA",10000+ Employees,1839,College / University,Colleges & Universities,Education,$1 to $2 billion (USD)
5058,Schneider Internship - Data Science (Start Spring/Summer 2021), 59  -  105  (Glassdoor est.),4.2,"Schneider Electric
4.2","Andover, MA",10000+ Employees,1836,Company - Public,Energy,"Oil, Gas, Energy & Utilities",$10+ billion (USD)
5059,Senior Data Scientist, 97  -  168  (Glassdoor est.),4.1,"Veeva Systems
4.1","Boston, MA",1001 to 5000 Employees,2007,Company - Public,Enterprise Software & Network Solutions,Information Technology,$1 to $2 billion (USD)
5060,Senior Scientist, 68  -  136  (Glassdoor est.),-1.0,"First Light Diagnostics, Inc.","Chelmsford, MA",-1,-1,-1,-1,-1,-1
5061,Senior Data Scientist (Commercial Analytics), 129  -  205  (Glassdoor est.),4.4,"Syrinx
4.4","Boston, MA",1 to 50 Employees,1997,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD)
5062,Lecturer of Statistical and Data Sciences, 62  -  109  (Glassdoor est.),4.3,"Smith College
4.3","Northampton, MA",1001 to 5000 Employees,1871,College / University,Colleges & Universities,Education,$100 to $500 million (USD)
5063,Data Scientist – Network Analysis and Control, 70  -  130  (Glassdoor est.),3.8,"Mitre Corporation
3.8","Bedford, MA",5001 to 10000 Employees,1958,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD)
5064,"Scientist, Formulation Development", 44  -  84  (Glassdoor est.),-1.0,Allena Pharmaceuticals,"Sudbury, MA",-1,-1,-1,-1,-1,-1
5065,Epidemiologist/Associate Data Scientist– Dept of Ophthalmology, 57  -  101  (Glassdoor est.),4.3,"University of Massachusetts Medical School
4.3","Worcester, MA",10000+ Employees,1863,College / University,Colleges & Universities,Education,$2 to $5 billion (USD)
5066,"Scientist, Formulation Development", 44  -  84  (Glassdoor est.),-1.0,Allena Pharmaceuticals,"Sudbury, MA",-1,-1,-1,-1,-1,-1
5067,"Data Scientist, RWD", 72  -  137  (Glassdoor est.),-1.0,Alldus,"Boston, MA",-1,-1,-1,-1,-1,-1
5068,Senior Data Scientist, 91  -  167  (Glassdoor est.),3.2,"Crossix Solutions
3.2","Boston, MA",201 to 500 Employees,2005,Company - Public,Advertising & Marketing,Business Services,Unknown / Non-Applicable
5069,Machine Learning Engineer - Data Science, 68  -  132  (Glassdoor est.),2.8,"Athenahealth
2.8","Watertown, MA",5001 to 10000 Employees,1984,Company - Private,Health Care Services & Hospitals,Health Care,$1 to $5 million (USD)
5070,Senior Data Scientist, 95  -  153  (Glassdoor est.),3.7,"John Hancock
3.7","Boston, MA",1001 to 5000 Employees,1862,Subsidiary or Business Segment,Insurance Carriers,Insurance,$50 to $100 million (USD)
5071,Machine Learning Engineer, 76  -  138  (Glassdoor est.),-1.0,CODAMETRIX,"Boston, MA",-1,-1,-1,-1,-1,-1
5074,Martech Data Analyst, 56  -  102  (Glassdoor est.),4.7,"The Mom Project
4.7","Boston, MA",51 to 200 Employees,2016,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
5076,"Data Scientist, Senior", 74  -  131  (Glassdoor est.),4.2,"Booz Allen Hamilton
4.2","Westborough, MA",10000+ Employees,1914,Company - Public,Consulting,Business Services,$5 to $10 billion (USD)
5077,Associate Data Scientist – Network Analysis and Control, 58  -  111  (Glassdoor est.),3.8,"Mitre Corporation
3.8","Bedford, MA",5001 to 10000 Employees,1958,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD)
5078,Senior Data Scientist, 96  -  163  (Glassdoor est.),5.0,"NuvoAir
5.0","Boston, MA",1 to 50 Employees,2016,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
5079,Data Scientist Proteomics, 82  -  138  (Glassdoor est.),-1.0,Monte Rosa Therapeutics,"Boston, MA",-1,-1,-1,-1,-1,-1
5082,Clinical Data Scientist / 40 Hours / Day / BWH APSI, 74  -  102  (Glassdoor est.),3.9,"Brigham & Women's Hospital(BWH)
3.9","Boston, MA",5001 to 10000 Employees,1996,Subsidiary or Business Segment,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD)
5083,Data Engineer, 72  -  125  (Glassdoor est.),4.1,"Capital One
4.1","Cambridge, MA",10000+ Employees,1994,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD)
5084,Senior Data Scientist, 96  -  168  (Glassdoor est.),3.8,"Amazon.com Services LLC
3.8","Westborough, MA",10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD)
5086,Machine Learning Engineer - Computer Vision, 75  -  131  (Glassdoor est.),4.2,"STR
4.2","Woburn, MA",201 to 500 Employees,1985,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable
5088,Machine Learning Engineer, 90  -  140  (Glassdoor est.),4.9,"Lendbuzz
4.9","Boston, MA",1 to 50 Employees,2015,Company - Private,Unknown / Non-Applicable,-1,-1
5089,Senior Data Scientist - Manufacturing and Supply Chain, 109  -  177  (Glassdoor est.),3.7,"Vertex Pharmaceuticals Inc (US)
3.7","Boston, MA",1001 to 5000 Employees,1989,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$5 to $10 million (USD)
5091,Principal Scientist 3, 72  -  146  (Glassdoor est.),3.5,"Charles River Laboratories
3.5","Worcester, MA",10000+ Employees,1947,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD)
5093,Senior Data Scientist, 95  -  165  (Glassdoor est.),3.7,"Oracle
3.7","Burlington, MA",10000+ Employees,1977,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD)
5094,Data Analyst, 49  -  97  (Glassdoor est.),3.5,"ClinEdge
3.5","Quincy, MA",51 to 200 Employees,2010,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable
5095,Principal Research Associate/Associate Scientist - Delivery Sciences, 52  -  112  (Glassdoor est.),-1.0,Scismic,"Cambridge, MA",-1,-1,-1,-1,-1,-1
5096,Machine Learning Engineer, 71  -  128  (Glassdoor est.),4.9,"MORSE Corp
4.9","Cambridge, MA",51 to 200 Employees,2014,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable
5097,"Senior Data Scientist, Advanced Analytics / AI CoE", 95  -  151  (Glassdoor est.),4.2,"Fidelity Investments
4.2","Boston, MA",10000+ Employees,1946,Company - Private,Investment Banking & Asset Management,Finance,$10+ billion (USD)
5099,Data Scientist/ Full Stack Developer, 61  -  113  (Glassdoor est.),3.7,"Epitec
3.7","Warren, MI",1001 to 5000 Employees,1978,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
5100,Principle Investigator/Senior Scientist/Study Director, 85  -  193  (Glassdoor est.),-1.0,NBR,"Norton Shores, MI",-1,-1,-1,-1,-1,-1
5101,Principle Investigator/Senior Scientist/Study Director, 85  -  193  (Glassdoor est.),-1.0,NBR,"Norton Shores, MI",-1,-1,-1,-1,-1,-1
5103,Data Analyst-Business Information Specialist, 45  -  92  (Glassdoor est.),2.9,"MMG00-McLaren Medical Group - Admin
2.9","Flint, MI",10000+ Employees,1981,Company - Private,Health Care Services & Hospitals,Health Care,$5 to $10 billion (USD)
5104,Principal Marketing Scientist, 82  -  161  (Glassdoor est.),3.5,"Valassis
3.5","Livonia, MI",1001 to 5000 Employees,1970,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable
5105,Sr. Data Engineer, 90  -  170  (Glassdoor est.),3.5,"Alteryx, Inc.
3.5","Ann Arbor, MI",1001 to 5000 Employees,1997,Company - Public,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD)
5106,Master Data Analyst, 50  -  95  (Glassdoor est.),3.7,"Amcor
3.7","Ann Arbor, MI",10000+ Employees,1860,Company - Public,Industrial Manufacturing,Manufacturing,$10+ billion (USD)
5108,Master Data Analyst, 50  -  92  (Glassdoor est.),3.8,"Perrigo Company
3.8","Allegan, MI",10000+ Employees,1887,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$5 to $10 billion (USD)
5109,Lithium-Ion Battery Scientist with Silicon Experience, 61  -  108  (Glassdoor est.),-1.0,"Paraclete Energy, Inc.","Chelsea, MI",-1,-1,-1,-1,-1,-1
5113,Associate Environmental Scientist, 37  -  74  (Glassdoor est.),2.1,"TTL Associates, Inc.
2.1","Detroit, MI",51 to 200 Employees,1927,Company - Private,Consulting,Business Services,$10 to $25 million (USD)
5114,Data Scientist, 70  -  127  (Glassdoor est.),3.6,"Gongos, Inc.
3.6","Royal Oak, MI",51 to 200 Employees,1991,Company - Private,Consulting,Business Services,$25 to $50 million (USD)
5115,Data Scientist, 71  -  115  (Glassdoor est.),4.0,"Amrock
4.0","Detroit, MI",1001 to 5000 Employees,1997,Company - Private,Real Estate,Real Estate,$500 million to $1 billion (USD)
5116,Data Scientist, 84  -  98  (Glassdoor est.),3.2,"Optimal
3.2","Dearborn, MI",51 to 200 Employees,1986,Company - Private,Architectural & Engineering Services,Business Services,$25 to $50 million (USD)
5117,Data Scientist, 76  -  137  (Glassdoor est.),4.1,"AVANADE
4.1","Detroit, MI",10000+ Employees,2000,Company - Private,IT Services,Information Technology,$2 to $5 billion (USD)
5118,Associate Product Scientist – Computational Biology, 44  -  104  (Glassdoor est.),-1.0,Daicel Arbor Biosciences,"Ann Arbor, MI",-1,-1,-1,-1,-1,-1
5119,Data Engineer, 57  -  107  (Glassdoor est.),-1.0,Trovata,"Detroit, MI",-1,-1,-1,-1,-1,-1
5120,Data Scientist, 62  -  110  (Glassdoor est.),4.4,"SSI
4.4","Beverly Hills, MI",51 to 200 Employees,1998,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD)
5121,Data Analyst, 47  -  86  (Glassdoor est.),3.6,"Epsilon
3.6","Troy, MI",5001 to 10000 Employees,1969,Subsidiary or Business Segment,Advertising & Marketing,Business Services,$2 to $5 billion (USD)
5122,Research Data Analyst, 46  -  83  (Glassdoor est.),4.1,"University of Detroit Mercy
4.1","Detroit, MI",501 to 1000 Employees,1871,College / University,Colleges & Universities,Education,$100 to $500 million (USD)
5123,Data Scientist - Weather Data, 76  -  123  (Glassdoor est.),4.0,"Waymo
4.0","Ann Arbor, MI",Unknown,2009,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
5124,Data Scientist, 90  -  105  (Glassdoor est.),4.1,"Ford Motor Company
4.1","Dearborn, MI",10000+ Employees,1903,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD)
5125,Data Scientist, 66  -  119  (Glassdoor est.),-1.0,aThingz,"Southfield, MI",-1,-1,-1,-1,-1,-1
5126,"Data Scientist, Customer Intelligence - Opportunity for Working Remotely Detroit, MI", 87  -  151  (Glassdoor est.),4.3,"VMware
4.3","Detroit, MI",10000+ Employees,1998,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD)
5127,Data Analyst, 44  -  97  (Glassdoor est.),3.9,"Brightwing
3.9","Auburn Hills, MI",51 to 200 Employees,1973,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD)
5129,Data Scientist, 77  -  124  (Glassdoor est.),3.5,"Infotree Service Inc
3.5","Plymouth, MI",51 to 200 Employees,2004,Company - Private,Advertising & Marketing,Business Services,$1 to $5 million (USD)
5130,Marketing Data Scientist, 80  -  90  (Glassdoor est.),3.6,"Domino's
3.6","Ann Arbor, MI",10000+ Employees,1960,Company - Public,Fast-Food & Quick-Service Restaurants,"Restaurants, Bars & Food Services",$10+ billion (USD)
5131,Data Scientist, 68  -  117  (Glassdoor est.),3.7,"Cognizant Technology Solutions
3.7","Dearborn, MI",10000+ Employees,1994,Company - Public,Consulting,Business Services,$10+ billion (USD)
5132,Data Scientist - ProServe, 85  -  143  (Glassdoor est.),3.8,"Amazon Web Services, Inc.
3.8","Detroit, MI",10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD)
5133,Research Data Analyst, 46  -  83  (Glassdoor est.),4.1,"University of Detroit Mercy
4.1","Detroit, MI",501 to 1000 Employees,1871,College / University,Colleges & Universities,Education,$100 to $500 million (USD)
5134,Data Scientist - Customer Service, 65  -  105  (Glassdoor est.),4.2,"DTE Energy
4.2","Detroit, MI",10000+ Employees,1903,Company - Public,Utilities,"Oil, Gas, Energy & Utilities",$10+ billion (USD)
5135,"Associate Data Scientist, Supply Chain", 64  -  121  (Glassdoor est.),4.3,"Coupa
4.3","Ann Arbor, MI",1001 to 5000 Employees,2006,Company - Public,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD)
5136,Data Scientist (Demolition Department), 61  -  103  (Glassdoor est.),3.6,"City of Detroit
3.6","Detroit, MI",5001 to 10000 Employees,1701,Government,Municipal Governments,Government,Unknown / Non-Applicable
5140,Data Scientist for Corporate Finance, 68  -  108  (Glassdoor est.),4.1,"Ford Motor Company
4.1","Dearborn, MI",10000+ Employees,1903,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD)
5141,"Data Scientist, Machine Learning Engineer", 61  -  102  (Glassdoor est.),3.6,"AAA Life Insurance Company
3.6","Livonia, MI",201 to 500 Employees,1999,Company - Private,Insurance Carriers,Insurance,$100 to $500 million (USD)
5143,Data Engineer, 62  -  118  (Glassdoor est.),4.0,"StockX
4.0","Detroit, MI",1001 to 5000 Employees,2016,Company - Private,Internet,Information Technology,Unknown / Non-Applicable
5144,Data Scientists Modeling, 64  -  120  (Glassdoor est.),4.2,"Altair Engineering
4.2","Dearborn, MI",1001 to 5000 Employees,1985,Company - Public,Computer Hardware & Software,Information Technology,$100 to $500 million (USD)
5145,"Data Scientist, Data Sciences", 66  -  121  (Glassdoor est.),3.7,"Starcom
3.7","Birmingham, MI",5001 to 10000 Employees,1997,Company - Public,Advertising & Marketing,Business Services,Unknown / Non-Applicable
5147,Senior Data Scientist, 85  -  140  (Glassdoor est.),3.9,"Quicken Loans
3.9","Detroit, MI",10000+ Employees,1985,Company - Private,Lending,Finance,$10+ billion (USD)
5148,117240 - Data Scientist, 63  -  104  (Glassdoor est.),3.9,"Henry Ford Health System
3.9","Troy, MI",10000+ Employees,1915,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD)
5149,Data Scientists, 68  -  116  (Glassdoor est.),4.2,"Altair Engineering
4.2","Dearborn, MI",1001 to 5000 Employees,1985,Company - Public,Computer Hardware & Software,Information Technology,$100 to $500 million (USD)
5150,Data Scientist- AI/ML, 68  -  108  (Glassdoor est.),4.1,"Ford Motor Company
4.1","Dearborn, MI",10000+ Employees,1903,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD)
5151,Connected Vehicle Data Scientist, 68  -  109  (Glassdoor est.),4.1,"Ford Motor Company
4.1","Dearborn, MI",10000+ Employees,1903,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD)
5152,Supply Chain Analytics - Data Scientist, 90  -  105  (Glassdoor est.),4.1,"Ford Motor Company
4.1","Dearborn, MI",10000+ Employees,1903,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD)
5153,Environmental Scientist/Geologist, 36  -  75  (Glassdoor est.),-1.0,Michigan Consulting and Environmental,"Mount Pleasant, MI",-1,-1,-1,-1,-1,-1
5154,Research Scientist/Senior Research Scientist - Surgery and Efficacy Study Directors, 81  -  165  (Glassdoor est.),3.5,"Charles River Laboratories
3.5","Mattawan, MI",10000+ Employees,1947,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD)
5155,Data Scientists Analysts, 59  -  102  (Glassdoor est.),4.2,"Altair Engineering
4.2","Dearborn, MI",1001 to 5000 Employees,1985,Company - Public,Computer Hardware & Software,Information Technology,$100 to $500 million (USD)
5156,Laboratory Data Scientist/Machine Learning Software Engineer, 67  -  126  (Glassdoor est.),-1.0,Phenomics Health Inc.,"Plymouth, MI",-1,-1,-1,-1,-1,-1
5157,Data Scientist/Data Engineer, 76  -  125  (Glassdoor est.),4.1,"Ford Motor Company
4.1","Dearborn, MI",10000+ Employees,1903,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD)
5158,Machine Learning Engineer, 65  -  141  (Glassdoor est.),3.8,"Bodhala
3.8","Ann Arbor, MI",1 to 50 Employees,2014,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
5160,Senior Data Scientist, 77  -  125  (Glassdoor est.),3.9,"Digitas
3.9","Detroit, MI",5001 to 10000 Employees,1980,Subsidiary or Business Segment,Advertising & Marketing,Business Services,Unknown / Non-Applicable
5162,Machine learning engineer, 67  -  109  (Glassdoor est.),4.7,"SafeRide
4.7","Detroit, MI",51 to 200 Employees,2016,Company - Private,Health Care Services & Hospitals,Health Care,$10 to $25 million (USD)
5163,Senior Scientist: Data Science/Bioinformatics, 90  -  145  (Glassdoor est.),3.8,"Zoetis US
3.8","Kalamazoo, MI",5001 to 10000 Employees,2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$5 to $10 billion (USD)
5164,Machine Learning Engineer, 95  -  167  (Glassdoor est.),4.3,"Square
4.3","Ann Arbor, MI",5001 to 10000 Employees,2009,Company - Public,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD)
5165,Data Scientists Analyst, 60  -  102  (Glassdoor est.),3.2,"Optimal
3.2","Dearborn, MI",51 to 200 Employees,1986,Company - Private,Architectural & Engineering Services,Business Services,$25 to $50 million (USD)
5166,Senior Data Scientist, 82  -  140  (Glassdoor est.),3.6,"Domino's
3.6","Ann Arbor, MI",10000+ Employees,1960,Company - Public,Fast-Food & Quick-Service Restaurants,"Restaurants, Bars & Food Services",$10+ billion (USD)
5168,Junior Machine Learning Engineer, 71  -  115  (Glassdoor est.),4.2,"365 Retail Markets
4.2","Troy, MI",51 to 200 Employees,2008,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD)
5169,Data Scientist Retail Optimization, 53  -  103  (Glassdoor est.),3.6,"Luxottica
3.6","Milan, MI",10000+ Employees,1961,Company - Private,Consumer Products Manufacturing,Manufacturing,$5 to $10 billion (USD)
5170,Data Engineer, 58  -  115  (Glassdoor est.),3.7,"Epitec
3.7","Dearborn, MI",1001 to 5000 Employees,1978,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
5171,Data Analyst 1, 31  -  55  (Glassdoor est.),3.5,"Applus+
3.5","Parma, MI",10000+ Employees,1996,Company - Public,Research & Development,Business Services,$1 to $2 billion (USD)
5172,Associate Scientist - ADME, 58  -  113  (Glassdoor est.),3.5,"Charles River Laboratories
3.5","Mattawan, MI",10000+ Employees,1947,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD)
5173,Data Analyst, 56  -  91  (Glassdoor est.),3.7,"Cognizant Technology Solutions
3.7","Detroit, MI",10000+ Employees,1994,Company - Public,Consulting,Business Services,$10+ billion (USD)
5175,Marketing Data Analyst - Part-time, 39  -  77  (Glassdoor est.),-1.0,MOTOR Information Systems,"Troy, MI",-1,-1,-1,-1,-1,-1
5176,Dairy Data Scientist and Quantitative Geneticist, 67  -  115  (Glassdoor est.),3.8,"Zoetis
3.8","Kalamazoo, MI",5001 to 10000 Employees,2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$5 to $10 billion (USD)
